Comentario,Fecha,Estrellas,Nombre,Tipo Establecimiento,Tipo,Dirección,Coordenadas,Latitud,Longitud,Calificación,Fecha_numero
"Excelente restaurante, la corvina es especialmente fresca y muy bien preparada. El chef Christian es muy amable y te puede dar excelentes recomendaciones de los platos del día. La carta de vinos no es muy completa.",Hace 6 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2018
Buena comida. Excelente servicio.,Hace 2 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
Lindo restaurante. Recomiendo las pastas. Muy buena atención. Espacialmente la música en vivo muy agradable.  Le vendría bien incluir algo de pizzas en el menú.,Hace 2 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
"Para el precio de los platos deberían ser extraordinarios, pero dejan que desear. A mediados de diciembre de 2018 fuimos tres personas a comer. Una ensalada tenía un queso mozarella insípido. Unos espaguettis con camarones estaban salados. Un extranjero reclamó dos veces y terminó retirándose.",Hace 5 años,3 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,0,06/23/2019
"Lugar elegante, el restaurant en si no posee muchos parqueaderos, pero alrededor se puede estacionar, la comida es bastante buena, el servicio bueno, los precios no pude ver ya que fue una cena de empresa, respecto de ese punto no podría dar información, pero lo recomendaria para ocaciones especiales.",Hace 5 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
"Moderno y atractivo restaurante ubicado en una de  las zonas comerciales y residenciales del centro norte de la  ciudad de Quito, en el cual se puede disfrutar, en un ambiente agradable, de deliciosos y variados platos de comida mediterranea, con un toque innovador y novedoso, y con una esmerada atención al cliente.",Hace 5 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
"La comida muy bien preparada y atención impecable, las por lo es un poco pequeña.",Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
"Súper buen servicio, el dueño presente.",Hace un año,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2023
"La comida correcta, pero no excelente.  El servicio debería mejorar.  Dadas las otras opciones de comida Italiana en Quito,  prefiero ir a otro sitio.  Además, los precios son altos.",Hace 4 años,3 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,0,06/22/2020
"Muy lindo y acogedor, la carne y salmón delicioso, sin embargo el sabor del róbalo podrían mejorarlo.",Hace 3 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
"No fue la atención de siempre.
El capitán obligó a que  se pida los 3 platos de menú restringido.
Se equivocó en el pedido.
Las costillas y pollo  no estuvo 3/4.",Hace 2 años,2 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,-1,06/22/2022
"El risotto que se pidió mi esposo delicioso muy recomendado, lastimosamente el salmón que yo me pedí estaba rico pero muy pobre para lo que cuesta.",Hace 3 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
"Excelente lugar. Aprovecha los miércoles y jueves pagas el 50% en entrada, plato fuerte y postre",Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
"Personal muy atento, el menú por día diners muy completo, la comida deliciosa.",Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
Deliciosa la comida. Servicio estuvo lento Por el día de San Valentín. El menú delicioso.,Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
No sirven el termino correcto es ĺo minimo que esperas x lso valores elevados con tan poca proteina. Pastas crudas en orros platos la atencion es normal,Hace 4 años,2 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,-1,06/22/2020
Uno de los mejores restaurantes en la ciudad. Fantástico menú y servicio.,Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
Excelente comida. Todo en el punto preciso.,Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
"El postre volcán de chocolate muy malo y le vino regular , los platos fuertes estuvieron bien",Hace un año,2 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,-1,06/22/2023
Excelente comida mediterranea. Excelente ambiente y servicio. Exquisitos cortes de carne y codillo de cerdo.,Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
"Excelente comida y servicio, no se recomienda ir los miércoles porque está muy lleno y el servicio se demora más de lo normal.",Hace 6 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2018
"Muy buena comida y atención, con ampliaciones y opciones abiertas.",Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
"Restaurante de cocina mediterránea correcto, en líneas generales. Buena ambientación",Hace un año,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2023
Excelente lugar comida espectacular muy recomendado!,Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
"Ambiente agradable, servicio y productos de calidad; rango de precios alto",Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
"Los platos pedí lomo uruguayo y mi novia costillas de cerdo, eran platos normale, todo lo demás era increible, lugar, atención etc excepto los platos, esperaba algo excepcional",Hace 4 años,2 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,-1,06/22/2020
"Clásico, muy buena atención, sobre todo cuando está Cristian, mariscos frescos y de gran calidad",Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Bello pero la comida podría ser mucho mejor de lo q aparente y ofrece el establecimiento.,Hace 6 años,2 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,-1,06/23/2018
"Exclente el servicio, ambiente y calidad del producto, se recomienda",Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
Muy buen lugar para compartir en pareja o familia recomendado,Hace 2 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
Me llamó la atención la carta limitada y con condiciones de consumo los días Tasty de Diners. No ocurre en otros restaurantes.,Hace 2 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
Muy bueno en la zona donde hay varios lugares para comer destaca por la gastronomía mediterránea,Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
"La comida es excelente, y el servicio de primera.",Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
Muy buena la comida y muy lindo el lugar.,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
"Un lugar de comida gourmet de primera, productos seleccionados y atención muy personalizada y amable,  precio de acuerdo al servicio.",Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
"Muy bonito, buena atencion, rica comida",Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
"Muy elegante, atención y servicio de primera. Deliciosa comida.",Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
Muy buen lugar para ir en pareja,Hace un año,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2023
Excelente como siempre!,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
"Espectacular ambiente, muy buen servicio y una excelente carta.",Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
"Muy rica la comida,  y sombre todo los mojiros preparan muy bien... Me encanto disfrute todo...",Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Uno de los tres restaurantes más ricos de comida italiana. Me fascina el vino de la casa. Y mi plato favorito el salmón y el risotto.,Hace 6 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2018
Un ambiente muy bueno  con los cuidados requeridos y la comida deliciosa,Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
"Excelente servicio, comida y atención.",Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
Gran lugar ! EXCELENTE SERVICIOS Y COMIDA,Hace 4 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
Buen ambiente. Exquisito sabor. Menú variado.,Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Exelente comida muy deliciosa recomendado para cualquier ocasion,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
Los sabores tienen el toque ideal! Nada menos nada demás! Un deguste ideal para paladares exigentes! Y porciones ideales!👌…,Hace 7 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2017
"Excelente lugar. Acogedor, buena atención y costos razonables. Volveré",Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
Excelente,Hace 11 meses,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,07/27/2023
"Deliciosa comida, buen ambiente.",Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Excelente sabroso los platos a la carta,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
Excelente lugar . Comodidad .,Hace 9 meses,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,09/25/2023
"Excelente comida, atención buena.",Hace 5 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
"Ecxelente, bonito, atencion de primera al igual q la.comida",Hace 6 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2018
Muy mala atención los meseros fueron muy hostiles y los precios muy inflados para la comida que nos vendieron no volvería,Hace 4 años,2 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,-1,06/22/2020
Muy buena comida. Bonito sitio,Hace 5 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Impecable atención y los sabores exquisitos.,Hace un año,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2023
Excelente comida y atención al cliente,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
"Muy buena atención ,pedí un robalo y estaba fresco , precios altos",Hace 7 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2017
Excelente servicio y deliciosa comida con un 100% de bioseguridad,Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
"Exelente comida, atención y decoración",Hace 6 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2018
Comida es buena.  Pilas con la botella que ordenas y la que te cobran los meseros.,Hace 5 años,3 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,0,06/23/2019
La comida es excelente la atención de primera.,Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
"Limpio, bonito, el personal amable y deliciosa comida...",Hace 6 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2018
"Exelente servicio, esquisita comida y hermoso lugar",Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Muy buena comida,Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
Deliciosa  experiencia,Hace 10 meses,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,08/26/2023
Excelente comida y ambiente!,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
Comida buena y abundante. Buena atención,Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
Excelente lugar... Elegante para una velada explendida,Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
Buena comida y buena atención,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
Excelentes calidad y servicio. Muy recomendable,Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Muy buena camida y servicio,Hace un año,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2023
Espectacular lugar totalmente recomendable,Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
"Excelente servicio, muy bien sabor",Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
Excelente  lugar de los mejores  para mi,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
"Ambiente agradable, elegante. Comida peculiar.",Hace 5 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Excelente lugar para ir en compañía de buenos amigos,Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Muy rica comida!,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
Muy buenos platos pero no es espectacular.,Hace 6 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2018
Recomiendo probar el Mero a las hierbas! Todo delicioso!,Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
"Lindo lugar, buena comida",Hace 4 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
Muy buena comida.,Hace 4 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
Es muy elegante y buena atención,Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
"Buena comida, presentación y atención!!!",Hace 5 años,3 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,0,06/23/2019
"Más o menos. La comida tardó demasiado, y no estuvo a la altura de lo que se espera.",Hace 4 años,3 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,0,06/22/2020
Excelente servicio y comida 👌…,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
Muy  bueno.  Disfrutando  con  bellos  amigos,Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
"Aún no voy, pero lo haré....",Hace 2 años,3 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,0,06/22/2022
Exelente atención y comida.,Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Conviene aprovechar los descuentos los días jueves de un 15% y música en vivo,Hace 6 años,3 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,0,06/23/2018
Muy buena sazón,Hace 4 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
Buen servicio y comida,Hace 2 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2022
Excelente!!! El risotto delicioso...,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
"Buena comida, precio alto",Hace 5 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Comida sabrosa pero no justifica el precio,Hace 4 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
La comida no es lo que se da en el menu,Hace 4 años,3 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,0,06/22/2020
Pésima comida y carisimo,Hace 4 años,1 estrella,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,-1,06/22/2020
"Ubicación , comida y servicio muy muy buenos",Hace 6 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2018
Muy bueno . Y muy cómodo.,Hace 6 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2018
Buena atención y felicitaciones al chefs,Hace 5 años,4 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Execelente comida,Hace 3 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2021
Excelente lugar,Hace un año,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2023
"Excelente calidad, buen ambiente",Hace 5 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/23/2019
Me gusta su atención y su comida.,Hace 4 años,5 estrellas,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,1,06/22/2020
Fue una mala experiencia,Hace 3 años,1 estrella,Pavarotti,Restaurante,Restaurante mediterráneo,"Av. Isabel la Católica 545, Quito 170143","('-0.2057331', '-78.484169')",-0.2057331,-78.484169,-1,06/22/2021
