Comentario,Fecha,Estrellas,Nombre,Tipo Establecimiento,Tipo,Dirección,Coordenadas,Latitud,Longitud,Calificación,Fecha_numero
"El lugar más agradable, Fuy con toda mi familia y quedamos encantados todos ❤️ gracias a Yurexy por recomendarnos el lugar
Muy buena atención de todas las chicas",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Agradable lugar y buena atención. La cerveza Stout Capuchino me encantó.,Hace un año,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente Atención súper buena la cerveza recomendadisimo,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Bbb cerveza artesanal en Quito con buen ambiente y de ecuatorianos! Recomiendo ir en happy hour!,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Muy buen ambiente y cocteles con muy buen sabor,Hace un año,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Muy buen servicio, excelentes recomendaciones. Los cócteles estuvieron muy buenos, la atención excelente",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Muy acogedor el lugar buena comida y cerveza !! Recomendado,Hace 2 años,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
"Buenos precios, lugar acogedor, buena atención, lo del valet parking muy buena idea, próximamente estaré por ahí visitandolos nuevamente",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"La cerveza es normal. El servicio debe mejorar, el lugar es muy frío y los calefactores no abastecen adecuadamente.",Hace un año,3 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,0,06/23/2023
"Mi cervecería favorita, atención amable Eu! Súper carismática!! Siempre los mejores",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Excelente comida , la cerveza otro nivel y muy buena atención...",Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Cerveza 🍻 y cómoda de primera 🥇 🥳 una atención satisfactoria,Hace 10 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,08/27/2023
Excelente cerveza y comida. Ambiente con música genial.,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente atención de todo el personal!!! Música perfecta para el ambiente!!! La cerveza es otro nivel!!!,Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Muy buena cerveza artesanal y excelente personal,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Excelente servicios, con un agradable ambiente. Sus comidas y bebidas son deliciosas",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente servicio y la mejor cerveza artesanal!,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Lindo lugar y la atención adecuada, la música increible",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Excelente ambiente, la música, el local y la atención.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente servicio,Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
"Excelente lugar, buena atención, buena comida, y buena cerveza.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Pizza di funghi exquisita, vengan en la semana de pint of science!!
Recomendado!!!",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"¡Sigan así!Mantengan la calidad,el servicio y los precios. 🍺👌…",Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
"Excelente servicio, muy rica la comida y excelente la atención de Micaela, volveré 😍…",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
La comida es excelente y la atención del mesero fue la más top.,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente servicio!! La citrus es la mejor cerveza🫶…,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Siempre encantada de volver , la cerveza es riquísima y la comida ni se diga , más que recomendado ..!",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Buen servicio y buen sabor de la cerveza artesanal.,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Buen servicio, excelente comida, la pizza de dulce de higos es espectacular",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Muy buena comida y cerveza artesanal,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"La cerveza, la atención y lugar es buena. La verdad no defrauda con respecto a la franquicia de Sinners.",Hace un año,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Ambiente relajado, juegos de mesa, pet friendly y área para fumadores. Sabores de temporada buenísimos.",Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Excelente promoción del Happy hour hasta las 6:00PM todos los días,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente lugar buena atención buenas variedades..atractivo,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
La cerveza es deliciosa y el lugar muy acogedor la pizza de camarones es lo mejor.. 👌…,Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
"100%recomendado, excelente ambiente musica y servicio para disfrutar con amigos",Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
"Chévere lugar, buena cerveza. Más meseros recomendación.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Buena atención,Hace 2 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,04/23/2024
"Comida 7, cerveza 9, atención 8, precio $$ solo una observación para jugar futbolin tocó esperar 5 horas hasta que una mesa nos deje jugat",Hace 2 años,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Este es el mejor de Quito para tomar cervezas... La blanca es lo máximo.,Hace 11 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,07/28/2023
Uff me encantaron las cervezas e ir en la hora loca es mucho mejor 😁…,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Muy buena cerveza y precios accesibles,Hace un año,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Buena cerveza y buena hamburguesa. Nada mal para domingo en la tarde.,Hace un año,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Buen lugar,Hace 11 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,07/28/2023
Muy buena música y excelente atención por parte de Nai y Mauri!!,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente atención,Hace 3 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,03/24/2024
Cervezas muy buenas y lugar agradable para pasar con amigos,Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Como siempre excelente,Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
Un lugar muy bonito para visitar sus instalaciones súper cuidades y el personal de calidad,Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Excelente cerveza.,Hace 6 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,12/25/2023
"Deliciosa cerveza, Sebastián el mejor mesero ✨",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"buena cerveza, me chume 10/10",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Excelente ambiente
Me encanta la música que programan",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente lugar buen servicio 100% recomendado,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Agradable ambiente, atención excelente.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"El mejor lugar de Quito para tomarte una cerveza y pasar un rato entre amigos, 100% recomendado, lugar, ambiente, comida y cerveza.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Excelente lugar, muy buena atención, de seguro volveremos.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Cerveza artesanal mala,Hace 5 meses,1 estrella,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,-1,01/24/2024
"Ambiente agradable, no cuentan con todo lo de la carta.",Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Muy buena cerveza,Hace 11 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,07/28/2023
Excelente! Súper rápido y buen servicio 😁…,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Buena atención, comida deli, música perfecta.",Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Deliciosas cervezas prueben la santa es súper buena,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Que hermoso lugar y muy buena atención de las chicas,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Genial! Buena cerveza y buena atención!!!,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Buena atención, buenas cervezas. Recomendado.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Productos de alta calidad y buen servicio.,Hace 10 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,08/27/2023
Es un gran lugar para pasar con amigos,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"El mejor lugar, gané el campeonato mundial de ping pong.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Gran servicio y estupendos mojitos.,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Buena cerveza y la comida deliciosa como siempre,Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Que buena biela .. se chuma rico,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Recomiendo la cerveza de capuchino. Deliciosa!!!,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente lugar y atención me encanto !!!,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
La pizza de higo es deliciosa! Recomendada,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Buenas hamburguesas y excelente cerveza,Hace 3 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,03/24/2024
Excelente servicio y su calidad inigualable. 100% recomendad,Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Hermoso lugar y muy acogedor,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Muy buena la atención, pregunten por Mauro excelente buen servicio 👍 😉…",Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Excelente,Hace 5 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,01/24/2024
Me encanta la IPA,Hace 8 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,10/26/2023
"Excelente servicio, maravilloso todo",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Las meseras son muy amables,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente atención y ambiente 👌🏼…,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Rica cerveza, buen ambiente",Hace 2 años,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Deliciosa citrus cream Ale!,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
La cerveza muy buena.,Hace 10 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,08/27/2023
Buenas cervezas y picadas .... Y el Ambiente es bueno,Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Las cervezas muy ricas. La cerveza capuchino 100/100,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente servicio y excelente atención de Yurexy,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Un lugar súper chévere..muy recomendado 🍻…,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente servicio muy organizados y atentos,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Buen ambiente comida y bebida,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Buen producto y buena atención,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Una cerveza artesanal super buena,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Buena cerveza y buenas pizzas,Hace 11 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,07/28/2023
Los shots de belgian son los mejor,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente atención y de calidad,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Recomendado,Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
La cerveza  negra de café no es buena,Hace un año,2 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,-1,06/23/2023
Excelente ambiente,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Exelente atención y calidad,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente servicio. Gracias,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Súper buen spot,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Hermoso lugar ❤️❤️,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Buen cotizo de cervezas,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente lugar,Hace 11 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,07/28/2023
Estupendo ambiente,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente servicio,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Delicioso todo,Hace 10 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,08/27/2023
Siempre excelente atención,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Execelente servicio.,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Bue as cervezas artesanales.,Hace un año,3 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,0,06/23/2023
Muy buenos sabores únicos,Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
Excelente cerveza,Hace un año,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
